"post_id","tieu_de_bai_viet","link_bai_viet","noi_dung_comment"
"C780cgdv-B9","Cứ chiều thứ 7 mình hay ghé học viện Phật Giáo vì cũng từng là 1 ước mơ mình gác lại ^^ đừng hỏi sao mình gác lại nha vì đều thuận duyên cả...tại mình luôn cảm…","https://www.threads.com/@loc.luke/post/C780cgdv-B9","Lành thay"
"C7H55eoSfBU","Phật giáo ở Việt Nam đang trong giai đoạn suy thoái nghiêm trọng.","https://www.threads.com/@thanh.dct/post/C7H55eoSfBU","Profile"
"C7H55eoSfBU","Phật giáo ở Việt Nam đang trong giai đoạn suy thoái nghiêm trọng.","https://www.threads.com/@thanh.dct/post/C7H55eoSfBU","Trước hết thì phải nói đến mục đích Phật giáo ra đời là gì. Phật giáo sinh ra là để truyền giảng những lời dạy của Đức Phật, thứ mà Ngài đã dành cả cuộc đời để tìm ra, rồi Ngài đi khắp nơi để thuyết giảng những điều đó. Phật hy vọng mọi chúng sinh đều được nghe giảng mà từ đó thoát khỏi đau khổ, thoát khỏi tam độc Tham - Sân - Si. Phật chỉ ra những cách để thực hiện những điều đó."
"C7H55eoSfBU","Phật giáo ở Việt Nam đang trong giai đoạn suy thoái nghiêm trọng.","https://www.threads.com/@thanh.dct/post/C7H55eoSfBU","Ngày nay, những lời Phật từng thuyết pháp lại bị những người gọi là ""sư thầy"" biến thành những lời đe dọa, khiến người nghe sợ hãi mà đi vào con đường sai lệch. Những Tham - Sân - Si không những được xóa bỏ bớt mà ngày càng phát triển to lớn hơn."
"C7H55eoSfBU","Phật giáo ở Việt Nam đang trong giai đoạn suy thoái nghiêm trọng.","https://www.threads.com/@thanh.dct/post/C7H55eoSfBU","Ở các ngôi chùa nổi tiếng ở Việt Nam, chỗ nào cũng có bức tranh về luật nhân quả của kiếp trước - kiếp sau, toàn những lời đe dọa gây hoang mang, reo rắc hạt giống lo lắng bất an vào những người thiếu hiểu biết, vô minh. Thay vì được gỡ bỏ bất an thì lại nhận vào thêm bất an."
"C7H55eoSfBU","Phật giáo ở Việt Nam đang trong giai đoạn suy thoái nghiêm trọng.","https://www.threads.com/@thanh.dct/post/C7H55eoSfBU","Dĩ nhiên không phải toàn bộ đều biến tướng như đã nói trên, vẫn có rất nhiều vị chân tu, thực lòng muốn thoát khỏi đau khổ, rũ bỏ Tham - Sân - Si. Chỉ là so với số đông kia thì lại bị quá áp đảo."
"C7H55eoSfBU","Phật giáo ở Việt Nam đang trong giai đoạn suy thoái nghiêm trọng.","https://www.threads.com/@thanh.dct/post/C7H55eoSfBU","Có câu thơ như này: ""Phật độ người có duyên, chứ không độ kẻ gõ mõ tụng kinh"", ý rằng mọi thứ trên đời đến được với nhau đều có duyên, sự giác ngộ trong Phật pháp cũng không nằm ngoài. Những người suốt ngày mặc áo cà sa miệng niệm ""A di đà"" chưa chắc đã giác ngộ bằng một người ngẫu nhiên hữu duyên qua đường mà vô tình nghe được Phật pháp."
"C7H55eoSfBU","Phật giáo ở Việt Nam đang trong giai đoạn suy thoái nghiêm trọng.","https://www.threads.com/@thanh.dct/post/C7H55eoSfBU","Những dòng ở trên là những suy nghĩ của tôi vào một đêm mất ngủ do uống cà phê :))) Tôi không dám nhận tôi cao siêu hơn ai ở lĩnh vực Phật giáo này cả, tôi chỉ mới tìm tòi về Phật pháp được vài năm gần đây, và đó là những gì tôi thấy được qua những trải nghiệm thực tế khi tiếp xúc với người khác, với những người thân quen. Mọi công kích gạch đá xin lắng nghe và tiếp nhận. Nếu có duyên hoặc cùng/trái quan điểm, chúng ta hãy cùng bàn luận nhé."
"C7H55eoSfBU","Phật giáo ở Việt Nam đang trong giai đoạn suy thoái nghiêm trọng.","https://www.threads.com/@thanh.dct/post/C7H55eoSfBU","Cảm hứng cho con đường tìm tòi Phật giáo với tôi là cuốn: ""Nhân sinh nơi nơi đều là tu hành"". Ai muốn đọc thử, thử tìm trên Tiki xem, không biết giờ còn hàng không ."
"C7H55eoSfBU","Phật giáo ở Việt Nam đang trong giai đoạn suy thoái nghiêm trọng.","https://www.threads.com/@thanh.dct/post/C7H55eoSfBU","ko biết điều này đúng hay sai nma chả là mình ở cùng 1 bạn theo Phật giáo nguyên thuỷ, và bạn thường cố gắng truyền bá tư tưởng Phật giáo tới mình, kể cả các loại kinh Phật và giáo lý nữa. đôi lúc mình thấy phiền và khó chịu, và mình có cái nhìn ko tốt về Phật giáo và mình lựa chọn ko bao giờ theo tôn giáo này !"
"C7H55eoSfBU","Phật giáo ở Việt Nam đang trong giai đoạn suy thoái nghiêm trọng.","https://www.threads.com/@thanh.dct/post/C7H55eoSfBU","Mình (một ng rất đồng tình vs nh triết lý đạo Phật) cx đã từng thảo luận về vấn đề này vs những người theo đạo, và câu ổ biến nhất mình nhận lại là:”có những người phải doạ nạt mới sống tốt được”. Câu trả lời đấy lm mình suy nghĩ rất nhiều."
"C7JlYVBvyy9","ko biết điều này đúng hay sai nma chả là mình ở cùng 1 bạn theo Phật giáo nguyên thuỷ, và bạn thường cố gắng truyền bá tư tưởng Phật giáo tới mình, kể cả các l…","https://www.threads.com/@itsduckhui04/post/C7JlYVBvyy9","Profile"
"C7JlYVBvyy9","ko biết điều này đúng hay sai nma chả là mình ở cùng 1 bạn theo Phật giáo nguyên thuỷ, và bạn thường cố gắng truyền bá tư tưởng Phật giáo tới mình, kể cả các l…","https://www.threads.com/@itsduckhui04/post/C7JlYVBvyy9","Phật giáo ở Việt Nam đang trong giai đoạn suy thoái nghiêm trọng. Khi mà những mục đích, giá trị gốc của Phật giáo đang dần bị quên lãng, thì những thứ sai lệch lại được truyền bá, rao giảng khắp nơi. 1.5K"
"C7JlYVBvyy9","ko biết điều này đúng hay sai nma chả là mình ở cùng 1 bạn theo Phật giáo nguyên thuỷ, và bạn thường cố gắng truyền bá tư tưởng Phật giáo tới mình, kể cả các l…","https://www.threads.com/@itsduckhui04/post/C7JlYVBvyy9","Chân thành mà nói thì nếu bạn thấy những giáo lý cơ bản của Phật giáo đúng thì theo, còn không thì nếu bạn kia tiếp tục nói những điều ấy với bạn là sai. Mình cũng muốn học theo Phật giáo vì mình tin rằng mình có duyên để hiểu được, làm được những điều ở trong đó."
"C7JlYVBvyy9","ko biết điều này đúng hay sai nma chả là mình ở cùng 1 bạn theo Phật giáo nguyên thuỷ, và bạn thường cố gắng truyền bá tư tưởng Phật giáo tới mình, kể cả các l…","https://www.threads.com/@itsduckhui04/post/C7JlYVBvyy9","· Phật giáo nguyên thủy không hề truyền bá hay ép buộc, tất cả đều là tự nguyện. Bạn của bạn có thể có ý tốt, nhưng cách tiếp cận không đúng, hoan hỉ thôi ạ ^^"
"C7JlYVBvyy9","ko biết điều này đúng hay sai nma chả là mình ở cùng 1 bạn theo Phật giáo nguyên thuỷ, và bạn thường cố gắng truyền bá tư tưởng Phật giáo tới mình, kể cả các l…","https://www.threads.com/@itsduckhui04/post/C7JlYVBvyy9","cho mình hỏi theo giáo này là do tự nguyện à bạn? kiểu tìm hiểu thấy hay quá nên theo hay sao vậy nhỉ 😓 mình ko biết về mấy này nhiều, lỡ có nói gì ko đúng xin bạn bỏ qua"
"C7JlYVBvyy9","ko biết điều này đúng hay sai nma chả là mình ở cùng 1 bạn theo Phật giáo nguyên thuỷ, và bạn thường cố gắng truyền bá tư tưởng Phật giáo tới mình, kể cả các l…","https://www.threads.com/@itsduckhui04/post/C7JlYVBvyy9","Đúng rồi đó bạn, kiểu mình thấy hay thì mình quan tâm thui. Chứ PG không hề ép buộc hay gì nhé. Bạn thích thì có thể tìm hiểu rồi tu tập cho bản thân tốt lên nè. Cứ tự do thoải mái thôi ạ"
"C7JlYVBvyy9","ko biết điều này đúng hay sai nma chả là mình ở cùng 1 bạn theo Phật giáo nguyên thuỷ, và bạn thường cố gắng truyền bá tư tưởng Phật giáo tới mình, kể cả các l…","https://www.threads.com/@itsduckhui04/post/C7JlYVBvyy9","mình không thích ạ 🥲 mình hỏi biết thui"
"C7JlYVBvyy9","ko biết điều này đúng hay sai nma chả là mình ở cùng 1 bạn theo Phật giáo nguyên thuỷ, và bạn thường cố gắng truyền bá tư tưởng Phật giáo tới mình, kể cả các l…","https://www.threads.com/@itsduckhui04/post/C7JlYVBvyy9","Heheh thì đúng kiểu bạn nghĩ đó,tự dưng tìm hiểu thấy hay thì theo dõi v à =))) tự nguyện tự nguyện"
"C7vijB-po_w","ỉa k được cũng tại người HN với tại miền Bắc hết nói tóm lại cũng chỉ là cái cớ để chúng m miệt thị ng mBắc và phân biệt vùng miền thôi 😅 Translate Post not av…","https://www.threads.com/@duongg.ngan/post/C7vijB-po_w","Profile"
"C7vijB-po_w","ỉa k được cũng tại người HN với tại miền Bắc hết nói tóm lại cũng chỉ là cái cớ để chúng m miệt thị ng mBắc và phân biệt vùng miền thôi 😅 Translate Post not av…","https://www.threads.com/@duongg.ngan/post/C7vijB-po_w","=)) phải công nhận, ng HN chửi nhau dkm rất là đanh luôn"
"C7vijB-po_w","ỉa k được cũng tại người HN với tại miền Bắc hết nói tóm lại cũng chỉ là cái cớ để chúng m miệt thị ng mBắc và phân biệt vùng miền thôi 😅 Translate Post not av…","https://www.threads.com/@duongg.ngan/post/C7vijB-po_w","có mỗi chị thôi , mở mồm ra la dcm voi dm"
"C7vijB-po_w","ỉa k được cũng tại người HN với tại miền Bắc hết nói tóm lại cũng chỉ là cái cớ để chúng m miệt thị ng mBắc và phân biệt vùng miền thôi 😅 Translate Post not av…","https://www.threads.com/@duongg.ngan/post/C7vijB-po_w","Thấy trước có ai chê nước HN lắm chất tẩy hơn ở quê, chắc ỉa k đc lại tại rau HN phun thuốc bây giờ"
"C7vijB-po_w","ỉa k được cũng tại người HN với tại miền Bắc hết nói tóm lại cũng chỉ là cái cớ để chúng m miệt thị ng mBắc và phân biệt vùng miền thôi 😅 Translate Post not av…","https://www.threads.com/@duongg.ngan/post/C7vijB-po_w","Tất cả tại + sản, tại miền bắc🤣🤣🤣bất mãn chế độ với pbvm thì muôn đời nát"
"C7vijB-po_w","ỉa k được cũng tại người HN với tại miền Bắc hết nói tóm lại cũng chỉ là cái cớ để chúng m miệt thị ng mBắc và phân biệt vùng miền thôi 😅 Translate Post not av…","https://www.threads.com/@duongg.ngan/post/C7vijB-po_w","t với chồng hay bảo với nhau, t là người hà nội, chồng t là ng thanh hoá, oke bọn t đều là ng nước ngoài hết, cđg cũng tại hn với th hết, oke chưa =)))"
"C7vijB-po_w","ỉa k được cũng tại người HN với tại miền Bắc hết nói tóm lại cũng chỉ là cái cớ để chúng m miệt thị ng mBắc và phân biệt vùng miền thôi 😅 Translate Post not av…","https://www.threads.com/@duongg.ngan/post/C7vijB-po_w","· nóng mắt v bác ơi, người Hnoi, TH, HP,…. và miền bắc nói chung qua câu chuyện của nhiều người mà t tưởng k cùng một đất nước, chung 1 ngôn ngữ luôn đấy"
"C7vijB-po_w","ỉa k được cũng tại người HN với tại miền Bắc hết nói tóm lại cũng chỉ là cái cớ để chúng m miệt thị ng mBắc và phân biệt vùng miền thôi 😅 Translate Post not av…","https://www.threads.com/@duongg.ngan/post/C7vijB-po_w","tại t luôn nghĩ pbvm chỉ có cali phản động thôi, ai ngờ..."
"C7wefIoSVCv","😔: cha nội ơi đổi cái kính khác hộ cái 👨‍🏭: cgi cơ????","https://www.threads.com/@pickah_/post/C7wefIoSVCv","Profile"
"C7wefIoSVCv","😔: cha nội ơi đổi cái kính khác hộ cái 👨‍🏭: cgi cơ????","https://www.threads.com/@pickah_/post/C7wefIoSVCv","bcuoi vl ai cx chê cái kính này =)))) trung bình cmt live hnay là về VN + cái KÍNH =))))))"
"C7wefIoSVCv","😔: cha nội ơi đổi cái kính khác hộ cái 👨‍🏭: cgi cơ????","https://www.threads.com/@pickah_/post/C7wefIoSVCv","· ? Bực v giờ mới mò vào báo Hàn đọc Báo đăng về Kfest hôm 25-26 Cmt phía dưới A: Morgan là tuyển thủ nổi tiếng nhất ở VN. Morgan có ngoại hình giống idol, nhờ đz và sự hiếm có của Top laner nên nhiều fan vcđ B: Bớt xàm l về Morgan đi C: T ở VN 8 năm rồi Hỏi Faker thì biết chứ Morgan thì chưa nghe bao giờ ???????????????????"
"C7wefIoSVCv","😔: cha nội ơi đổi cái kính khác hộ cái 👨‍🏭: cgi cơ????","https://www.threads.com/@pickah_/post/C7wefIoSVCv","· inven.co.kr/webzi… link báo inven.co.kr 베트남 하노이에 '데프트' 나서자, 10만 명 모였다 | 리그오브레전드 인벤"
"C7wefIoSVCv","😔: cha nội ơi đổi cái kính khác hộ cái 👨‍🏭: cgi cơ????","https://www.threads.com/@pickah_/post/C7wefIoSVCv","· có ai vk ngài 0 hỏi thật để giải mới update thường xuyên mấy cái trên này với"
"C7wefIoSVCv","😔: cha nội ơi đổi cái kính khác hộ cái 👨‍🏭: cgi cơ????","https://www.threads.com/@pickah_/post/C7wefIoSVCv","· Ơ hnay xem stream mới nhớ 😭 Hồi trước khi giải xuân bắt đầu t có cmt là ""hẹn hết mùa giải gặp nhau nhé!"" Xong n bảo là ""hết season à, hay nhỉ"" XONG HẾT GIẢI XUÂN CHÚNG TÔI ĐÃ GẶP NHAU THẬT 😭😭😭😭😭😭😭👍🏻👍🏻👍🏻 Sao mà t ngu quá t k nhớ gì luôn 😭 nay định cmt là giải hè m cố lên nhé xong mới ngỡ huhuhhuhuuuu"
"C7wefIoSVCv","😔: cha nội ơi đổi cái kính khác hộ cái 👨‍🏭: cgi cơ????","https://www.threads.com/@pickah_/post/C7wefIoSVCv","Thưa ngài, ngài có thể phán tôi con lô ngày mai không ạ 🐧"
"C7wefIoSVCv","😔: cha nội ơi đổi cái kính khác hộ cái 👨‍🏭: cgi cơ????","https://www.threads.com/@pickah_/post/C7wefIoSVCv","· ngài cho suốt đấy nma không ai đủ trình để hưởng =)))))))))))))))))))))))))))))))))))))))))))))"
"C7wefIoSVCv","😔: cha nội ơi đổi cái kính khác hộ cái 👨‍🏭: cgi cơ????","https://www.threads.com/@pickah_/post/C7wefIoSVCv","aduuu ra là thế!!!"
"C85Dbg0San0","Mọi người có bao giờ thử tưởng tượng nhân loại sẽ như thế nào nếu không có niềm tin, tôn giáo chưa?","https://www.threads.com/@cel.daphg/post/C85Dbg0San0","Profile"
"C85Dbg0San0","Mọi người có bao giờ thử tưởng tượng nhân loại sẽ như thế nào nếu không có niềm tin, tôn giáo chưa?","https://www.threads.com/@cel.daphg/post/C85Dbg0San0","Nếu không có tôn giáo thì cũng không có giá trị đạo đức nào bắt bạn không được giết người. Chỉ có pháp luật mới cản được, mà pháp luật thì chỉ có hiệu lực ở chỗ có cảnh sát 😉"
"C85Dbg0San0","Mọi người có bao giờ thử tưởng tượng nhân loại sẽ như thế nào nếu không có niềm tin, tôn giáo chưa?","https://www.threads.com/@cel.daphg/post/C85Dbg0San0","Từ bé đến lớn chưa học GDCD hả cháu? Khổ thân, việc học quan trọng lắm đó cháu."
"C85Dbg0San0","Mọi người có bao giờ thử tưởng tượng nhân loại sẽ như thế nào nếu không có niềm tin, tôn giáo chưa?","https://www.threads.com/@cel.daphg/post/C85Dbg0San0","thế giới sẽ tuyệt vời vkl ko có ai bị hiến tế ko có ai bị thiêu sống vì là phù thủy ko có ai có quyền xếp mình ở tầng lớp nào từ khi mới sinh ra ko có những cuộc chiến tranh vô nghĩa ko có tài nguyên nào bị lãng phí để xây chùa, nhà thờ, đúc tượng"
